Id, Label, Weight, Res_Id
17939, j.n.prata, 2, 38845
20379, t.a.tran, 9, 41340
10173, thomas branson, 6, 30876
13286, vu b ho, 6, 34078
20761, l.vergara, 3, 41732
18972, g.schieber, 1, 39905
16183, a.miemiec, 1, 37053
10024, d.bonatsos, 1, 30728
12284, a.ch.ganchev, 7, 33050
14544, hideo kodama, 3, 35347
15083, o.lechtenfeld, 8, 35888
9309, p.j.arias, 6, 29993
13049, j.a.harvey, 19, 33837
20632, adrian vajiac, 1, 41598
11941, hassan firouzjahi, 6, 32683
20236, markus h.thoma, 1, 41193
10044, h s booth, 1, 30748
16015, jim mccarthy, 8, 36881
15969, peter mattsson, 3, 36833
17186, keith a.olive, 5, 38080
14312, a khvedelidze, 1, 35112
12082, daniel freedman, 1, 32835
17448, youngchul park, 2, 38349
12524, amit giveon, 25, 33298
14280, a.l.kholodenko, 1, 35081
11714, minoru eto, 1, 32451
21592, liu zhao, 5, 42583
16933, bengt e.w nilsson, 1, 37815
17422, dahl park, 11, 38322
17138, c.ohzeki, 1, 38031
13768, a.jaramillo, 5, 34565
18427, c.roger, 2, 39343
9394, antonio aurilia, 1, 30077
21359, stoytcho s.yazadjiev, 1, 42339
21091, peter l.white, 1, 42066
9015, y.aharonov, 2, 29688
12693, aaron k.grant, 1, 33477
19789, paul j.steinhardt, 10, 40734
17532, j.pawelczyk, 2, 38434
17882, benedicte ponsot, 4, 38787
11843, gary n.felder, 1, 32582
13755, hassen jallouli, 1, 34553
19463, harvendra singh, 12, 40408
17175, m.olechowski, 8, 38070
17429, jae-suk park, 16, 38331
13603, ken intriligator, 10, 34399
20107, y.tanii, 17, 41059
13843, k.johnson, 2, 34641
15132, kiyoung lee, 1, 35941
18383, jaume roca, 2, 39294
12377, j.gegenberg, 12, 33149
17097, naohisa ogawa, 6, 37991
18061, s.rabello, 1, 38967
10767, k.h.cho, 2, 31484
21391, chen ying, 1, 31423
11945, c.s.fischer, 1, 32686
16046, r.mcnees, 3, 36911
16533, s.mukherjee, 1, 37403
16515, h.j.w.muller--kirsten, 1, 37385
20965, yanshen wang, 1, 41939
10910, florin constantinescu, 5, 31628
10022, alfio bonanno, 2, 30726
18026, thomas quella, 4, 38933
19136, n.seiberg, 23, 40073
13284, pei-ming ho, 35, 34076
21530, l.pando zayas, 1, 42518
21565, bo zhang, 1, 42554
15001, s.larin, 1, 35803
18855, hisham sati, 1, 39785
8951, b.s.acharya, 14, 29623
12071, k.fredenhagen, 6, 32824
14571, seoktae koh, 2, 35373
18768, joaquin sanchez-guillen, 2, 39695
15192, stefan lenz, 1, 36002
16124, m.j.menon, 1, 36994
16898, b.nienhuis, 2, 37780
17036, a.j.nurmagambetov, 1, 37922
10861, andrew cohen, 2, 31579
19854, norbert straumann, 2, 40801
20115, j.tannenhauser, 1, 41067
8932, mohab abou-zeid, 5, 29605
21731, djordje v sijav cki, 1, 42714
10728, alexander a.chernitskii, 6, 31444
20213, ulrich theis, 9, 41171
11683, j.erler, 2, 32419
14234, thomas kerler, 2, 35034
14877, sergei m.kuzenko, 14, 35687
10475, g.carlino, 1, 31188
20253, charles b.thorn, 23, 41211
12486, peter gilkey, 4, 33259
17811, m.r.plesser, 6, 38717
9906, a.h.bilge, 6, 30599
13862, f.de jonghe, 11, 34660
10970, sandro s.costa, 1, 31691
21189, h.l.wong, 1, 42166
19840, c.stornaiolo, 1, 40787
12655, e.l.gracca, 1, 33432
20159, claudio teitelboim, 8, 41116
19288, s.h.shenker, 4, 40230
20992, gerard watts, 5, 41968
16733, p.l.natti, 2, 37610
20855, stamatis vokos, 2, 41828
15423, a.losev, 13, 36248
10217, francisco a.brito, 3, 30921
15090, c.r.lee, 1, 35899
12078, d.s.freed, 1, 32830
16896, a.niemi, 1, 37778
16340, carmen molina--paris, 1, 37212
10064, a.j.bordner, 5, 30764
13993, a.c.kalloniatis, 5, 34792
17314, nurcan ozturk, 1, 38211
19266, s.l.shatashvili, 3, 40208
12969, j.hallin, 2, 33754
18164, r rashkov, 1, 39071
19378, i.a.shovkovy, 9, 40321
20178, v.m.ter--antonyan, 2, 41136
21521, philippe zaugg, 4, 42512
18896, konstantin g.savvidy, 7, 39827
15921, j.matias, 1, 36785
12628, a.s.gorsky, 4, 33408
11502, m.duetsch, 5, 32233
18024, a.f.de queiroz, 1, 38931
14000, s.yu.kalmykov, 1, 34798
11544, valeri v.dvoeglazov, 41, 32277
18085, j.rafelski, 1, 38993
19147, a.b.selivanov, 1, 40084
13325, jan-willem van holten, 1, 34118
12321, p.garcia, 2, 33089
14801, hideaki kudoh, 3, 35609
21220, yue-liang wu, 1, 42198
9412, m.awada, 3, 30095
10879, hael collins, 2, 31597
12086, m.freeman, 1, 32838
9599, a.k.j.barnes, 1, 30287
14285, sergey m.khoroshkin, 1, 35085
14705, a.kovner, 10, 35513
19442, m.simoes, 1, 40385
20651, i.v.vancea, 11, 41617
10444, a.z.capri, 6, 31156
11963, m.fleck, 2, 32706
21495, a.b.zamolodchikov, 3, 42480
13834, p.john, 1, 34632
15194, r.a.leo, 2, 36004
19376, b.j.short, 3, 40318
18731, j.f.j.salgado, 1, 39659
17665, jens lyng petersen, 6, 38570
21244, x.xiong, 1, 42222
16024, b.m.mccoy, 8, 36889
18594, alexander rutenburg, 1, 39512
12302, o.j.ganor, 2, 33066
19900, yuji sugawara, 20, 40849
21741, alexei a.abrikosov jr., 2, 42723
12128, andrei v.frolov, 1, 32881
14084, david karasik, 2, 34883
16860, angus f.nicholson, 1, 37741
18056, r.rabadan, 10, 38963
18528, s.m.roy, 2, 39447
18580, k.yu.rulik, 1, 39498
15427, david louapre, 2, 36251
12858, murat gunaydin, 22, 33641
20982, ira wasserman, 9, 41956
14494, s.m.klishevich, 6, 35299
14880, t.yu.kuzmenko, 1, 35688
9716, k.behrndt, 22, 30407
11115, thibault damour, 15, 31841
14844, h.kunitomo, 1, 35652
9977, r.blumenhagen, 5, 30681
14953, neil lambert, 1, 35754
18807, v.g.c.s.dos santos, 1, 39736
10183, ph.brax, 21, 30887
11591, costas john efthimiou, 1, 32327
11875, rafael ferraro, 2, 32615
21213, siye wu, 2, 42190
19297, kangjie shi, 1, 34834
14464, bas kleijn, 2, 35264
16355, e.j.moniz, 1, 37225
9126, mohsen alishahiha, 26, 29799
18811, fuad saradzhev, 3, 39741
10317, c.p.burgess, 29, 31023
10424, a.candiello, 4, 31137
13896, h.belich, 9, 34691
12600, artemio gonzalez-lopez, 6, 33376
18977, anne schilling, 4, 39911
19775, t.g.steele, 4, 40720
16372, xavier montes, 1, 37242
9327, joakim arnlind, 1, 30009
19088, m.schweda, 39, 40026
10360, f.cachazo, 3, 31068
14784, j.kubo, 4, 35593
18493, s.f.ross, 7, 39412
11118, ulf h.danielsson, 29, 31845
14969, karl landsteiner, 10, 35771
14349, hongsu kim, 15, 35149
17168, itsaso olasagasti, 2, 38063
14004, n.kaloper, 5, 34802
20312, anna tollsten, 2, 41269
11073, j.m.daul, 1, 31801
10654, liu chao, 2, 31369
12242, renat kh.gainutdinov, 1, 33003
17805, j.c.plefka, 4, 38713
17178, poul olesen, 2, 38072
16190, juan a.mignaco, 1, 37060
12099, e.frenkel, 1, 32851
16305, g.modanese, 9, 37176
16662, s.nakamura, 1, 37536
17894, a.d.popov, 8, 38800
13546, k.ikegami, 3, 34342
11493, d.dudal, 6, 32226
14581, s.kojima, 4, 35384
18864, k.sato, 3, 39794
19681, dmitrij p.sorokin, 4, 40629
8931, m.r.abolhasani, 1, 29603
18279, a.el rhalami, 2, 39191
20728, l.velazquez, 3, 41699
20502, alexander turbiner, 11, 41461
10284, e.i.buchbinder, 4, 30991
20119, anne taormina, 7, 41071
9414, h.awata, 18, 30097
12037, p.fre, 29, 32782
18572, rui-hongyue, 1, 39490
13594, v.de la incera, 4, 34390
16966, k.nittoh, 1, 37849
21431, m.yu, 6, 42414
20239, s.thomas, 14, 41197
9825, n.berkovits, 8, 30517
18636, subir sachdev, 1, 39563
18506, p.rotelli, 2, 39424
13982, wolfgang kalau, 1, 34781
13582, tom imbo, 2, 34377
19286, z-m sheng, 2, 40227
14165, s.kawamoto, 2, 34965
14176, ali kaya, 8, 34976
9981, franz-marc boas, 1, 30685
11659, i.p.ennes, 9, 32395
11981, martin florig, 1, 32723
18732, julien f.j.salgado, 1, 39659
9768, r.benedetti, 1, 30459
13715, j.m.izquierdo, 12, 34513
16030, patrick mcgraw, 3, 36896
15082, olaf lechtenfeld, 33, 35888
9660, o.a.battistel, 7, 30349
12670, michael graesser, 3, 33451
21241, chuansheng xiong, 1, 42218
14982, p.langfelder, 1, 35784
17023, m.e.noz, 1, 37905
12823, eduardo guendelman, 3, 33603
18828, k.saririan, 2, 39758
19417, pierre sikivie, 1, 40359
15565, niall j.mackay, 1, 36414
13120, justin hayward, 1, 33908
9171, r.l.p.g.do amaral, 2, 29848
13365, tsutomu horiguchi, 1, 34158
21287, yoshio yamaguchi, 1, 42265
11733, e.eyras, 7, 32471
15166, robert leigh, 1, 35976
15951, atsushi matsuo, 2, 36815
11039, bruno g.carneiro da cunha, 1, 31761
11742, geza fulop, 3, 32480
12060, sebastian franco, 4, 32806
19930, yi sun, 1, 40878
21115, frank wilczek, 20, 42093
21275, satoshi yamada, 5, 42253
15449, gustavo lozano, 1, 36275
12087, mike freeman, 1, 32838
17763, cintia g.pinheiro, 1, 38667
15312, chilong lin, 1, 36124
12455, paola giacconi, 1, 33227
17916, thomas portmann, 1, 38822
21462, cosmas zachos, 13, 42449
14973, c.b.lang, 1, 35775
14929, tom lada, 2, 35732
20707, i.vaysburd, 2, 41679
12435, a.ghodsi, 1, 33208
19877, riccardo sturani, 2, 40825
21001, f.j.wegner, 2, 41979
13971, a.b.kaganovich, 5, 34769
16494, m.mozrzymas, 1, 37366
14333, n.kiknadze, 6, 35134
14378, seok kim, 2, 35177
17554, bas peeters, 7, 38458
13570, a.imaanpur, 6, 34366
15222, j.van de leur, 1, 36032
10586, bianca letizia cerchiai, 1, 31301
10251, david brown, 1, 30955
10323, matthias burkardt, 6, 31030
12789, christian grosche, 11, 33570
16006, francisco mazzitelli, 1, 36870
9201, i.m.anderson, 1, 29879
20802, luiz c.q.vilar, 1, 41774
12651, ennio gozzi, 1, 33430
12276, c.a.p.galvao, 2, 33041
15585, richard madden, 7, 36436
17627, w.a.perkins, 2, 38530
15704, juan l.manes, 1, 36559
18708, b.sakita, 6, 39636
11237, k.demeterfi, 4, 31966
20813, victor m.villanueva, 2, 41785
16995, keith norton, 5, 37877
14325, y.kiem, 3, 35125
19348, junichi shiraishi, 3, 40289
12579, m.gomes, 27, 33353
20820, fermin viniegra, 1, 41794
18871, t.sato, 5, 39801
17452, andrew parkes, 1, 38353
15879, a.marzuoli, 5, 36743
17057, m.j.oloughlin, 1, 37941
19054, christian schubert, 20, 39988
18791, j.a.santiago, 1, 39719
14069, a.kapustin, 5, 34869
19595, kwang-sup soh, 10, 40539
12344, m.gasperini, 27, 33112
12194, d.v.fursaev, 17, 32955
10888, jordi comellas, 6, 31606
20853, v.v.vlasov, 1, 41826
18946, fidel a schaposnik, 1, 39876
11078, atish dabholkar, 16, 31805
17937, d.prange, 1, 38843
9433, jens bockenhauer, 4, 30122
21045, james d.wells, 1, 42020
9493, f.alexander bais, 4, 30181
9486, jin bai-qi, 1, 30173
16671, toshio nakatsu, 14, 37546
15496, sergei lukyanov, 4, 36327
17355, john palmer, 2, 38254
18635, wafic sabra, 1, 39561
11381, f dolan, 1, 32112
14175, a.kaya, 7, 34976
19644, h.s.song, 2, 40588
10305, anatolij i.bugrij, 3, 31011
19333, heiyoung shin, 1, 40275
15786, a.a.marino, 2, 36642
18174, andreas rathke, 2, 39082
18392, a.g.rodrigues, 1, 39306
19102, stefano sciuto, 7, 40040
11904, jose figueroa-ofarrill, 11, 32645
12072, klaus fredenhagen, 4, 32824
10134, v.bozza, 3, 30837
16625, t.nagao, 3, 37499
16939, m.ninomiya, 3, 37821
19398, alexander g.sibiryakov, 2, 40340
20847, a.a.vladimirov, 6, 41820
17146, naotoshi okamura, 4, 38039
10858, guido cognola, 23, 31577
9783, katherine m.benson, 1, 30475
18803, j.m.sanchez de santos, 10, 39732
17683, l.s.petropoulos, 1, 38586
12199, jun furukawa, 1, 32957
10239, r.brooks, 8, 30943
13625, patrick irwin, 4, 34421
9121, tibra ali, 2, 29794
12685, t.grandou, 1, 33467
20435, michael trunk, 2, 41394
11217, r delbourgo, 7, 31944
16291, s.mizoguchi, 2, 37160
17951, andrew pressley, 1, 38857
10289, ioseph l.buchbinder, 1, 30994
9302, riccardo argurio, 10, 29984
13192, r.hernandez, 5, 33984
16611, carlos naon, 5, 37486
13306, b.holdom, 2, 34099
20157, luigi tedesco, 3, 41113
12766, nicola grillo, 6, 33546
18683, t.saito, 1, 39610
13408, defu hou, 1, 31933
15558, roy maartens, 7, 36407
15489, andre lukas, 33, 36317
19767, jim stasheff, 3, 40713
15466, m.lubo, 6, 36291
17752, m.pillin, 4, 38656
17414, j.c.parikh, 1, 38313
9833, luis m.bernardo, 1, 30526
15219, s.leupold, 2, 36029
13516, daniel iagolnitzer, 1, 34311
16530, k.mukherjee, 1, 37400
20154, d.h.tchrakian, 30, 41110
21682, jean-bernard zuber, 7, 42673
10465, m.carfora, 5, 31178
12389, frederic geniet, 1, 33161
14216, ryuji kemmoku, 4, 35017
21218, yong-shi wu, 24, 42196
8954, bobby acharya, 4, 29623
13569, kostyantin ilyenko, 1, 34364
11547, vladimir dyadichev, 1, 32279
17389, r.d.m.de paola, 3, 38287
21130, r.m williams, 2, 42107
16880, m.r.niedermaier, 7, 37762
20536, t.uchino, 1, 41495
19827, m.stoilov, 2, 40775
15296, a.liguori, 5, 36109
11712, gabor etesi, 10, 32448
13776, p.d.jarvis, 3, 34573
10234, dorje c.brody, 1, 30938
16954, j.nishimura, 15, 37836
18233, h.c.reis, 2, 39141
14187, y.kazama, 10, 34988
20470, sho tsujimaru, 1, 41428
13276, svend e.hjelmeland, 2, 34068
14601, yoshiaki koma, 2, 35404
11130, a.das, 8, 31857
15529, joseph lykken, 4, 36363
20447, a.tseytlin, 1, 41406
20650, ion v.vancea, 5, 41617
13188, e.hernandez, 1, 33980
14160, shinsuke kawai, 4, 34960
10171, f.brandt, 5, 30873
12995, a.b.hammou, 3, 33780
18071, chris radford, 2, 38977
12781, marc grisaru, 1, 33562
17468, s.parvizi, 4, 38370
19804, m.stern, 2, 40751
9078, v.aldaya, 24, 29752
16502, a.mueller, 3, 37375
9565, alexander barabanschikov, 1, 30254
10000, a.bogojevic, 1, 30702
17127, koichi ohta, 1, 38020
13423, e.hsu, 1, 34220
11599, wolfgang eholzer, 6, 32333
18321, marcos rigol, 2, 39232
12678, n.graham, 13, 33458
17338, ruben l.pakman, 1, 38237
17772, s.pinsky, 19, 38675
10525, m.caselle, 19, 31240
11866, sergio ferrara, 36, 32606
10630, h.m.chan, 2, 31345
12752, d.yu.grigoriev, 2, 33535
15646, mahbub majumdar, 3, 36498
14930, t.lada, 1, 35732
10529, a.casher, 5, 31244
14346, eunsang kim, 3, 35146
10250, r.brower, 1, 30954
11468, ph.droz-vincent, 2, 32199
18065, stuart raby, 1, 38971
20009, l.tataru, 5, 40962
18656, jacob sagi, 1, 39583
9159, m.alvarez, 6, 29834
10955, j.correia, 1, 31672
20120, victor tapia, 1, 41072
9782, k.m.benson, 2, 30475
9135, a.p.de almeida, 1, 29808
15297, antonio liguori, 2, 36109
13294, luuk hoevenaars, 1, 34086
21071, a.westerberg, 2, 42047
10664, ling-lie chau, 4, 31379
19515, matthew j.slater, 2, 40460
21336, zhu yang, 4, 42316
17582, t.pengpan, 1, 38486
15223, felix m.lev, 3, 36035
14011, a.yu.kamenshchik, 4, 34810
17917, t.portmann, 1, 38822
10518, roberto casalbuoni, 2, 31232
19158, m.a.semenov-tian-shansky, 3, 40096
16495, s.mrowczynski, 1, 37368
18645, h.mohseni.sadjadi, 1, 39571
10896, a.connes, 2, 31615
10310, a.buonanno, 5, 31017
15523, vladymir lyakhovsky, 1, 36357
21626, j.-g.zhou, 3, 42616
17396, philippos papadopoulos, 1, 38295
17015, anatol nowicki, 4, 37897
13466, shane hughes, 1, 34263
11108, diego d.dalvit, 1, 31834
16922, h.nikolic, 6, 37804
20642, s.r.valluri, 1, 41609
18834, gor sarkissian, 6, 39764
19245, i.l.shapiro, 20, 40189
17659, v.pestun, 2, 38562
10452, v.cardenas, 1, 31164
19672, a.s.sorin, 3, 40617
17406, j.paris, 1, 38305
10033, g.bonnet, 2, 30737
21718, m.cvetic, 57, 42710
12442, bahniman ghosh, 2, 33214
19265, s.shatashvili, 7, 40208
16106, paul f.mende, 3, 36976
10610, b.chakraborty, 6, 31326
18421, diederik roest, 1, 39337
17222, hirosi ooguri, 46, 38117
20156, l.tedesco, 2, 41113
13261, s.hirano, 2, 34054
14135, jacob katriel, 1, 34935
14044, panagiota kanti, 5, 34842
20422, andrea trombettoni, 1, 41380
9587, david t.barclay, 1, 30277
10403, horacio e.camblong, 10, 31115
20977, n.warner, 4, 41952
10730, victor chernyak, 2, 31447
16817, alexander i.nesterov, 3, 37697
13970, tomoko kadoyoshi, 4, 34767
9673, ernest baver, 5, 30363
18789, david i.santiago, 1, 39717
16604, yun soo myung, 4, 37475
20087, chung-i tan, 9, 41040
13351, j.hoppe, 7, 34143
12902, michael gutperle, 33, 33685
13824, martin joerss, 1, 34622
9916, pierre binetruy, 8, 30613
19987, k.svozil, 2, 40936
12247, jose gaite, 10, 33010
19594, dong sup soh, 1, 40538
15308, j.a.s.lima, 1, 36120
9338, g.arreaga, 1, 30021
9120, d.b.ali, 1, 29793
21238, zheng xiaoping, 1, 42216
9769, eric benedict, 1, 30461
14473, a.klemm, 21, 35274
12761, r.p.grigoryan, 3, 33543
18015, andrea quadri, 8, 38922
18661, vatche sahakian, 11, 39589
15029, alexander laufer, 1, 35831
13575, yasumasa imamura, 1, 34371
16949, shinsuke m.nishigaki, 3, 37831
15907, m.materassi, 3, 36772
14840, a kuniba, 1, 35648
15498, s.l.lukyanov, 2, 36327
10142, harry braden, 1, 30846
10937, steven corley, 10, 31656
14113, t.kashiwa, 5, 34913
15109, geon hyoung lee, 2, 35914
21577, shou-cheng zhang, 1, 42567
20060, t.takebe, 1, 41012
18094, j.rahmfeld, 21, 39002
14195, o.v.kechkin, 4, 34998
12873, zachary guralnik, 9, 33656
14397, s.w.kimm, 1, 35197
10276, u.bruzzo, 3, 30981
14339, bumsig kim, 2, 35139
14837, walter kunhardt, 1, 35645
11874, r.ferraro, 2, 32615
12385, uchida gen, 2, 33157
12867, zong-kuan guo, 1, 33649
21589, zhenjiu zhang, 1, 42579
13083, yassine hassouni, 1, 33870
15139, sangmin lee, 14, 35949
20214, u.theis, 4, 41171
9502, i.bakas, 23, 30190
9114, jorge alfaro, 9, 29787
13328, c.holzhey, 1, 34120
9432, o.barwald, 1, 30120
12608, francisco gonzalez-rey, 2, 33387
11045, gottfried curio, 18, 31768
17810, vicente pleitez, 1, 38715
16481, w.a.moura-melo, 1, 37354
16951, k.nishijima, 3, 37833
13476, christopher hull, 3, 34269
13223, j.hietarinta, 2, 34016
16236, p.minkowski, 4, 37107
17821, andrew pocklington, 3, 38728
14906, martin luscher, 1, 35714
10194, m.bremer, 1, 30896
21586, yuan-zhong zhang, 6, 42577
14866, t.kuroki, 2, 35674
17242, a.yu.orlov, 2, 38136
9507, s.baker, 1, 30194
19327, takashi shimizu, 3, 40269
20896, a.s.vytheeswaran, 1, 41869
19754, m.stanishkov, 8, 40699
19750, ya.s.stanev, 7, 40697
21224, jose wudka, 1, 42202
17353, gonzalo palma, 2, 38252
19758, andrei starinets, 1, 40704
11070, juan carlos dolivo, 3, 31799
17060, lochlainn oraifeartaigh, 2, 37946
14803, a.e.kudryavtsev, 4, 35611
19003, m.schmidt, 1, 39937
12602, j.gonzalez, 2, 33379
15373, shujuan liu, 1, 36191
20032, yutaro taira, 1, 40983
19682, d.sorokin, 6, 40629
13507, azakov s.i, 1, 34304
14721, frank krahe, 1, 35530
19970, j.suzuki, 6, 40919
9615, john d.barrow, 5, 30304
13822, p.jizba, 4, 34620
14223, dallas c.kennedy, 1, 35023
13152, s.hellerman, 1, 33943
20954, qun wang, 1, 41927
19306, mikhail shifman, 5, 40249
19954, paul sutcliffe, 30, 40904
17363, sudhakar panda, 19, 38263
17132, yuji ohta, 10, 38025
11805, v.fateev, 4, 32542
11786, huner fanchiotti, 4, 32524
18166, c.rasinariu, 7, 39073
17831, s.pokorski, 2, 38737
15808, d.marolf, 1, 36664
12038, pietro fre, 29, 32782
19411, silvio de siena, 1, 40354
16946, s.nishigaki, 6, 37831
17579, s.penati, 14, 38482
16415, john morgan, 2, 37287
13547, kenji ikegami, 4, 34342
11160, justin r.david, 18, 31887
18866, masamichi sato, 4, 39796
21465, a.zaffaroni, 34, 42452
18290, marijan ribaric, 7, 39201
18567, ph.ruelle, 1, 39483
16346, jordi molins, 1, 37216
19505, witold skiba, 22, 40449
20577, sean underwood, 1, 41536
15853, emil martinec, 15, 36717
18040, r.zh.shaisultanov, 1, 38945
19533, g.smet, 1, 40477
15103, dean lee, 11, 35909
17436, jongwon park, 8, 38336
14281, arkady l.kholodenko, 5, 35081
17533, jacek pawelczyk, 11, 38434
18403, miguel a.rodriguez, 3, 39318
14552, paul koerber, 6, 35355
19504, kostas skenderis, 34, 40448
13444, kerson huang, 2, 34241
15429, j.louis, 3, 36254
16083, st.meissner, 4, 36953
10071, j.borlaf, 4, 30772
14129, akira kato, 1, 34929
15147, taejun lee, 1, 35955
10708, yu-tung chen, 1, 31424
19066, c.schulz-mirbach, 1, 40003
13411, l.houart, 7, 34209
13891, curtin callan, 1, 34688
21236, li xianhui, 1, 36078
12443, banhiman ghosh, 1, 33215
11423, harald dorn, 8, 32154
17160, takuya okuda, 1, 38055
10122, todor l.boyadjiev, 1, 30825
15667, juan maldacena, 29, 36520
9364, paul s.aspinwall, 30, 30050
15333, ulf lindstrom, 26, 36147
20970, zhong-hua wang, 1, 41944
19057, g.m.schuetz, 1, 39995
18231, h.reinhardt, 25, 39140
17233, c.ordonez, 2, 38129
13023, avaroth harindranth, 1, 33810
17109, s.ogushi, 3, 38003
14121, david a.kastor, 2, 34922
16438, stephen morris, 1, 37310
20051, hiroyuki takashino, 2, 41004
12522, stefano giusto, 1, 33295
9286, m.araki, 2, 29966
12617, elie gorbatov, 2, 33395
12325, h.garcia-compean, 20, 33094
21398, junichi yokoyama, 1, 42380
16409, enrique f moreno, 1, 37280
19998, richard j.szabo, 36, 40947
9820, m.berkooz, 9, 30513
21377, h.c.yen, 2, 42357
14582, shin-ichi kojima, 3, 35384
14957, d.r.lamm, 1, 35760
12230, h.gopalkrishna gadiyar, 2, 32989
14914, j.lopez, 1, 35719
15885, stefan mashkevich, 7, 36748
20538, taku uchino, 2, 41497
16058, ricardo medina, 2, 36927
16425, katsusada morita, 8, 37297
18598, p.rychenkova, 3, 39517
16824, a.matos neto, 2, 37703
15993, c.mayer, 1, 36857
19654, c.sonnenschein, 1, 40599
16442, david r.morrison, 26, 37316
15170, erica e.leite, 1, 35980
10425, antonio candiello, 1, 31137
19024, f.g.scholtz, 6, 39958
12881, m.gurses, 1, 33664
20125, vitaly tarasov, 5, 41078
15580, g.mack, 1, 36431
12737, martin gremm, 9, 33520
16537, s.mukhi, 1, 37407
13860, nicholas jones, 3, 34658
14024, i.kanatchikov, 1, 34823
14498, vladimir v klishevich, 1, 35300
21570, j.j.zhang, 2, 42559
9069, luiz claudio m.de albuquerque, 1, 29745
19215, konstadinos sfetsos, 29, 40154
11477, yi-shi duan, 5, 32207
21380, d.yetter, 1, 42362
16059, r.medina, 3, 36927
11366, m.i.dobroliubov, 2, 32098
11188, keith debell, 1, 31915
16144, steffen metzger, 1, 37014
12836, riccardo guida, 6, 33617
16927, florian nill, 3, 37810
12930, ludmil k.hadjiivanov, 2, 33718
9464, michael bachmann, 1, 30151
18748, panagiotis saltsidis, 1, 39675
12505, massimo giovannini, 15, 33277
20960, w.wang, 1, 41934
15595, nobuki maeda, 1, 36446
14525, k.kobayashi, 1, 35328
17411, bodo pareigis, 1, 38310
20301, takashi tokunaga, 1, 41258
12578, m.a.m.gomes, 1, 33352
14420, kelly kirklin, 1, 35220
13183, carlos a.r.herdeiro, 2, 33975
10157, o.h.g.branco, 1, 30860
10188, d.brecher, 8, 30891
11065, r.dauria, 43, 31795
15066, l.leal, 1, 35872
17660, a.peter, 1, 38563
15676, j.v.mallow, 1, 36528
16368, e.m.monte, 3, 37239
11809, amir h.fatollahi, 11, 32546
19326, akinobu shimizu, 1, 40268
13618, alfredo iorio, 4, 34414
21707, m.zyskin, 6, 42699
9848, g.bertoldi, 4, 30541
15152, yu-wen lee, 1, 35961
9863, rajat k.bhaduri, 3, 30556
16020, paul mccloud, 1, 36885
9786, ricardo bentin, 4, 30477
11387, tomas dolezel, 2, 32117
18477, j.juan rosales, 1, 39395
13366, t.horiguchi, 1, 34158
10706, yi-xin chen, 5, 31422
15800, luc marleau, 1, 36656
15709, v.v.mangazeev, 5, 36565
20629, arkady vainshtein, 7, 41596
19281, jin-min shen, 1, 40222
19848, walter strampp, 2, 40795
14600, miho koma, 2, 35403
11027, a.cucchieri, 2, 31749
10606, dipankar chakrabarti, 4, 31321
13311, stefan hollands, 1, 34103
18163, r.rashkov, 1, 39071
13556, kostyantin ilienko, 1, 34352
9671, k.bautier, 2, 30361
14266, z.khatun, 1, 35066
10791, p l christiansen, 1, 31508
16843, r.neves, 1, 37722
17265, p.osland, 1, 38163
15728, k.mano, 1, 36583
19331, h.j.shin, 16, 40273
21422, kota yoshioka, 1, 42405
20596, bernardo uribe, 1, 41555
19534, pieter-jan de smet, 5, 40478
13635, akihiro ishibashi, 3, 34430
15553, whee ky ma, 1, 36402
9845, marco bertola, 2, 30538
13107, eli hawkins, 2, 33895
14138, joseph katz, 1, 34938
9815, eric bergshoeff, 24, 30507
12567, kevin goldstein, 3, 33340
20869, i.p.volobuev, 1, 41842
20782, c-m.viallet, 2, 41754
20485, alexei m.tsvelik, 1, 41443
20215, stefan theisen, 19, 41173
10154, vincenzo branchina, 5, 30858
21271, hirofumi yamada, 4, 42250
20581, carlo ungarelli, 1, 41540
20389, m.rausch de traubenberg, 14, 41348
15883, stefan v.mashkevich, 2, 36748
10737, a.a.cheshel, 1, 31454
15487, a.r.lugo, 1, 36312
18957, f.scheck, 3, 39891
8963, j.n.acosta, 1, 29637
20059, takashi takebe, 4, 41012
9313, metin arik, 2, 29996
13619, a.iorio, 6, 34414
12270, g.galloway, 1, 33036
16237, peter minkowski, 2, 37107
21208, jun-bao wu, 3, 42185
17562, oskar pelc, 9, 38465
11882, pedro castelo ferreira, 1, 32622
16493, marek mozrzymas, 1, 37366
19850, matthew j.strassler, 19, 40797
10558, a.s.cattaneo, 9, 31274
18442, h.perez rojas, 3, 39358
12756, maxim grigoriev, 1, 33539
14672, piotr kosinski, 7, 35477
11143, samik dasgupta, 1, 31869
21143, paul windey, 4, 42120
12530, s.glazek, 1, 33305
10631, hm chan, 3, 31345
11420, pe dorey, 1, 32152
12521, s.giusto, 5, 33295
18521, carlo rovelli, 7, 39440
14665, c.korthels-altes, 1, 29822
10135, e.brezin, 2, 30838
11640, s.emery, 6, 32374
12306, yi-hong gao, 7, 33070
13504, seungjoon hyun, 28, 34303
13658, s.iso, 12, 34454
19763, alexei a.starobinsky, 1, 40708
13247, j.r.hiller, 12, 34041
12797, pavel grozman, 3, 33577
9170, r.l.p.g.amaral, 4, 29848
12874, z.guralnik, 10, 33656
18264, juergen reuter, 1, 39171
20771, filippo vernizzi, 1, 41742
14292, justin khoury, 6, 35092
